mfcc_mean_0,mfcc_mean_1,mfcc_mean_2,mfcc_mean_3,mfcc_mean_4,mfcc_mean_5,mfcc_mean_6,mfcc_mean_7,mfcc_mean_8,mfcc_mean_9,mfcc_mean_10,mfcc_mean_11,mfcc_mean_12,mfcc_std_0,mfcc_std_1,mfcc_std_2,mfcc_std_3,mfcc_std_4,mfcc_std_5,mfcc_std_6,mfcc_std_7,mfcc_std_8,mfcc_std_9,mfcc_std_10,mfcc_std_11,mfcc_std_12,delta_mean_0,delta_mean_1,delta_mean_2,delta_mean_3,delta_mean_4,delta_mean_5,delta_mean_6,delta_mean_7,delta_mean_8,delta_mean_9,delta_mean_10,delta_mean_11,delta_mean_12,delta_std_0,delta_std_1,delta_std_2,delta_std_3,delta_std_4,delta_std_5,delta_std_6,delta_std_7,delta_std_8,delta_std_9,delta_std_10,delta_std_11,delta_std_12,delta2_mean_0,delta2_mean_1,delta2_mean_2,delta2_mean_3,delta2_mean_4,delta2_mean_5,delta2_mean_6,delta2_mean_7,delta2_mean_8,delta2_mean_9,delta2_mean_10,delta2_mean_11,delta2_mean_12,delta2_std_0,delta2_std_1,delta2_std_2,delta2_std_3,delta2_std_4,delta2_std_5,delta2_std_6,delta2_std_7,delta2_std_8,delta2_std_9,delta2_std_10,delta2_std_11,delta2_std_12,rmse_mean,rmse_std,spec_mean,spec_std,mel_mean,mel_std,emotion
-2.4371152,-0.22640686,1.4919586,0.8922796,1.1429366,1.7579312,1.3199072,0.87714076,1.3994545,1.1872591,1.488779,-0.004959893,1.0526893,1.6002015,-0.7866508,-1.2860647,-0.90454435,-1.5317146,-0.3300577,-0.7463757,0.44752494,-1.1451453,-0.111542754,-1.3152592,0.8300238,-1.4708408,1.104502,-0.8546963,-0.26100847,0.68282676,-0.67420226,-0.68249476,-0.76369923,-0.7836419,-0.761592,-0.33131388,0.24632064,0.06374339,-0.29922733,-1.0650623,-0.8546689,-1.2163516,-0.9851947,-2.4212694,-1.204321,-0.39509475,-1.2630327,-1.8631697,-1.7352726,-1.2068691,-0.5850379,-1.3393673,1.6312324,1.2007161,-0.61531985,-0.32093516,-0.3780133,-0.7924821,-0.80619687,-0.64414585,-0.44456285,-0.17869699,-0.46699905,-0.8221062,-0.5411862,-1.4718542,-1.1491249,-1.3617035,-1.0474246,-2.1501505,-0.81497806,-0.17743586,-0.8808587,-1.4972417,-1.7262139,-0.959111,-1.0587126,-1.3058901,-1.2678207,0.5053865,-2.1267717,-0.11963515,-2.4371145,0.88401353,sad
-0.035315007,-0.037425578,-0.3250309,-1.250989,0.14890155,-0.11837625,1.0978208,-1.6252649,0.8910451,0.6678735,-0.44133455,0.13005203,-0.5387235,0.831569,0.29316416,0.2567857,0.7544927,-0.92399174,0.66618204,0.27438068,0.63924,-1.0357991,0.37518692,0.881684,-0.35934463,-0.14097849,-0.4403334,-0.31955576,-0.75051624,0.57287484,-0.6231242,-1.814237,0.82798123,0.2318513,-0.72517043,-0.6611718,0.47263405,0.45155886,0.5581734,-0.9745387,0.30536222,0.7404791,0.5724261,-0.5743003,0.24929912,1.1354663,0.5581744,-0.45872107,-0.85940367,-1.0187196,-0.65947473,-0.412029,-0.32446966,0.43979606,-0.106011555,0.29927078,0.2042888,0.29229286,-0.0099874,0.7501793,0.312302,-0.5501389,0.6294154,1.431032,0.6578224,-0.74589574,0.1414297,0.4062692,0.35436365,-0.656034,0.8354158,1.1544122,0.6456905,-0.3112004,-1.0809796,-0.13690431,-0.96616644,-0.9240684,0.64666206,1.1979523,0.23347075,1.0915279,-0.035315223,0.9195884,fearful
-1.7646308,-0.13698189,1.3652298,1.1124108,0.89798605,1.3686635,1.9008311,1.0050269,1.6364837,0.55862594,1.239706,0.2400839,0.78191274,1.6776592,-0.56184304,-0.20187867,-0.37059587,-0.7908366,-0.75434446,-0.4774523,1.1597462,0.36817098,0.6014821,-0.84226364,0.75152934,-1.142555,1.0712068,-0.7865813,-0.10622798,0.6532548,-0.8825929,-0.7957615,-0.6519455,-0.51481944,-0.7482499,-0.5726569,0.046973392,0.11598443,-0.07930758,-1.470731,-1.5915245,-0.7193178,-0.38682964,-1.4848318,-1.5112941,-0.7230199,-1.7703041,0.42388552,-0.13316934,-1.3907201,-0.44801992,-1.7457231,1.4242476,0.79302585,-0.8017124,-0.40190467,-0.26438618,-0.59703654,-0.7434313,-0.7635535,-0.49440634,0.043739613,-0.09163481,-0.29819265,-0.07415543,-2.4068391,-1.8388348,-1.3385568,-0.8524117,-1.9519836,-1.1721528,-0.9042946,-1.1328956,0.14218786,-1.1830676,-1.8017837,-0.59999293,-1.562735,-0.60275203,1.8622469,-1.1968354,-1.2796675,-1.7646309,1.1556025,calm
-0.19186355,0.31559,1.4088401,0.18151893,0.5689629,0.210128,0.61535823,-0.721653,-0.2122541,0.23068695,-0.21360147,0.5725661,-0.69231117,0.27272627,1.7125714,0.51415926,1.0379803,-1.4702368,-0.044301633,0.46104705,-0.43663362,-1.1160126,-0.6384442,1.3917197,-1.0721506,-0.572223,-0.66240364,-0.32024384,-0.4062804,1.1574202,0.019990504,0.10066336,0.6130747,1.3387461,0.08133357,-0.710383,0.9506167,0.64720494,1.8816503,0.34214884,1.5849625,0.94598544,1.0999861,-1.7992852,-0.18457775,0.2305529,-1.145934,-0.2271921,-0.4175529,0.007578809,-0.5149121,-0.5416922,-0.31965163,0.12319706,-0.47796223,0.20030284,0.016375734,-0.16248766,1.4863925,-0.4683458,0.449413,-0.29833645,0.2642565,0.98038155,1.5804323,1.5786608,0.21439658,0.30887297,0.22179592,-1.3593098,-0.20664945,2.4872267,-1.3204883,0.05539564,0.066321634,-0.64596117,-0.16304858,0.14836349,0.9033892,0.4779492,-0.07869285,1.1977931,-0.19186343,0.5836739,disgust
0.49580806,0.29723403,0.8083665,0.2795186,-0.8523176,-0.23321731,2.2118092,-0.6330893,-0.2607219,-1.6216301,-0.47571522,-0.59140885,-0.42474443,-0.79781455,1.407951,0.03222982,1.8332683,-0.053045884,0.33734626,0.7527303,-0.12628698,-0.8182225,0.7576008,1.1176053,0.12407902,0.62039745,-2.1272871,0.6817642,-1.4359543,-1.9022361,-0.1053682,0.4195295,0.3312811,-0.08047403,0.55929655,0.8169977,2.2906766,-1.7534356,-1.9321802,-0.9406256,1.3096772,0.4049949,0.5978042,0.35478774,0.5651717,0.4590091,-0.09569034,-0.15843093,1.0317998,0.8932688,0.62633693,0.33660004,0.2398356,-1.8100748,-1.0961385,2.2462401,1.4446536,2.3010504,-0.5809746,3.3884249,1.3603189,0.6471617,-1.5564833,1.7295688,-1.6972686,-0.3634317,0.8407497,0.9998775,0.73372763,0.22315268,0.4700148,1.0119164,1.002675,0.43643495,1.3758756,0.94889194,-0.24463128,0.22834688,0.5419148,-1.0071517,0.5102645,0.8763807,0.49580786,-0.29854187,angry
-1.1997399,-0.5319173,0.20959695,-0.27680516,-0.08957393,0.6643233,1.3353167,-0.65245503,1.1381382,0.4993419,0.12106841,-0.35452768,0.12609552,1.6585057,-0.2517989,-0.25263125,-0.49438745,-0.41818568,-0.039274,-1.6271523,2.2916105,-0.01447326,1.8188723,0.012429985,0.736276,-0.12219385,1.7471226,-0.49778003,-1.8435951,-0.4269551,-1.1547031,-1.0217377,-1.2385513,-1.0289873,-1.1157327,-0.45702893,0.6981975,0.78095233,0.4554632,-0.164907,-0.9110087,-0.15779482,-0.792188,-0.79950845,-0.20250951,-1.0305496,0.5675434,0.10639567,0.7297088,-0.3811682,0.55362296,-0.4070569,0.33634305,1.5885859,-0.10117233,0.07599851,0.9856973,-0.3229005,-0.3441751,-0.29858014,-0.3735433,-1.5527916,-0.0836536,-0.24653983,-1.0620383,-0.92362833,-0.44004583,0.013697033,-0.6305038,-0.8746394,-0.39584625,-0.8961562,0.007344113,-0.6383793,0.9925099,-0.25868842,0.6249241,-0.17262614,-0.6742386,1.4363817,-0.64463377,-0.49283218,-1.1997395,1.0973719,surprised
1.213769,-0.088283405,0.22765219,-0.90603125,-0.4985182,0.14951232,0.9747529,-2.4066176,-0.19605677,-1.3258626,-0.63278735,-1.8013761,-1.1307083,-0.96090865,1.5562876,0.9475049,0.4035267,1.0814111,0.4187506,-0.48581672,1.119735,-0.45545423,1.659593,0.83995646,0.16263397,0.5071078,-0.11236418,1.1096807,-0.887556,-1.2441815,-0.16701865,0.33643028,-0.009670759,0.8633823,0.29801708,0.549871,-0.5856824,-1.6503106,-0.5214375,0.09820393,1.7867168,1.6614025,0.5248288,0.8771708,-0.80249923,-0.012158971,1.8014271,-1.1632559,1.6002219,1.4161425,0.60671437,0.78336465,-1.0688796,-0.74100834,0.9085816,0.8604777,1.1880264,-0.052702304,-0.2043386,2.3359227,0.8222295,-0.112541884,0.0489277,2.3309617,0.02033019,0.6884894,0.6504048,1.0552319,-0.29843342,-0.54569685,-0.48364505,0.6552902,1.0598456,-0.5579984,0.03259865,1.861093,0.8016419,0.0029899017,2.9053354,2.5625784,1.5199062,0.24711666,1.2137692,-0.51628464,surprised
-1.5529112,-0.542333,1.5117794,0.83573717,1.0690929,1.6307822,1.624926,0.69365746,1.3188994,0.9209967,0.9871497,0.61001164,0.65297127,1.4831078,-0.4222711,-1.0363786,-0.7619966,-2.3561354,-0.40430567,-0.71289116,1.8881596,-0.663628,-0.47625312,-0.299039,0.22998044,-1.228846,1.0351174,-0.8776813,-0.16285896,0.5845749,-1.0119727,-0.9175943,-0.6466402,-0.4001015,-0.64248806,-0.55776817,0.103040256,0.37903073,0.28068706,-1.1798122,-0.5967671,-1.1473726,-0.8344358,-2.683523,-0.8312515,-0.7013168,-1.1581981,-1.4127438,-0.9805241,-0.98503953,-0.86940575,-1.3985784,1.4723926,0.90279055,-0.7366804,-0.370291,-0.1946188,-0.54586476,-0.7721266,-0.8737221,-0.58813673,0.024575785,-0.17765099,-0.49804392,-0.2821834,-1.1555799,-1.4842517,-1.1742394,-0.72629565,-2.7993116,-0.46750784,0.00209267,-0.63401496,-1.3515519,-1.2441612,-0.50848126,-1.6006012,-1.4689803,-0.2234929,2.956474,-0.90831536,-0.8760636,-1.5529106,0.5861876,sad
0.15851997,-0.67117774,-0.17823327,-0.7506564,-1.6437099,-0.833553,2.309545,-1.6293105,0.16403018,-1.7117951,-0.35793218,-0.14823736,-0.7112221,-1.2103786,0.32479376,0.63836676,2.387032,0.97995275,0.23725535,1.3784412,0.15505898,0.6013364,-0.025214985,1.9821231,0.3555319,0.73390174,-1.5318061,1.2482228,-0.6796011,-2.1577246,-2.441593,1.8837146,0.90467316,1.0907296,-0.5640495,0.4764099,2.8416183,-0.84712875,0.5661007,-0.5568152,0.5966853,1.4497712,0.5195342,2.1449814,0.69689566,1.0952606,0.8454165,1.9449981,0.99253196,2.342016,0.09100499,0.33354887,-0.4089174,-0.9499465,1.2864496,1.9232509,2.6365702,-0.3417431,-2.4103925,3.4775405,1.2739104,-0.29317144,-1.0154164,0.285705,-0.631657,-0.36768413,-0.13336483,1.405214,0.32061654,1.8802836,0.9286479,1.5348408,1.4123087,1.2291845,1.0027004,1.4226979,-0.1801237,0.06606235,0.15288623,-0.804062,0.3669339,-0.16203845,0.15852056,-0.69466114,angry
0.15114911,0.6162547,-0.31981313,0.16397026,-0.52626973,0.030576985,2.125651,-0.5261111,0.6192676,-0.75018847,-0.103606574,-0.4558332,-0.5748401,-0.3404151,-0.12248012,0.4023558,1.8123506,0.24381745,0.34614742,0.61217475,0.63044226,-0.97994256,0.8105354,1.3325275,-0.7630276,0.13297148,1.2621555,-0.074224204,-0.8214757,1.5517415,-0.44922638,-1.6571256,-1.4570597,0.15566117,-0.6402489,-2.0040832,-1.214721,0.9677712,-0.8936734,0.3594813,0.07926688,0.5322436,1.7876749,0.32965407,0.68977803,0.1241129,0.94913894,-0.14628394,1.2189336,1.7934871,-0.13255408,0.3296977,-1.1219102,2.0108392,0.41549808,-1.6117812,1.550072,-0.0018104106,0.68328387,0.17772421,0.3525491,0.7638966,-0.04866409,1.074398,0.38725677,0.71554065,0.30876926,0.95182645,0.8402912,0.6796759,0.2961527,-0.04498942,-0.76894647,0.38454103,0.5338532,1.6064817,-0.3224226,-0.052500192,0.11435415,-0.2660968,-0.104679555,0.17437916,0.15114985,-0.03293969,angry
-1.5788274,-0.113142006,0.76239693,1.2063653,0.5826892,0.8501879,1.8464488,0.5515278,1.7458948,0.24489811,1.0282032,0.40202954,0.52209073,1.7749113,0.04146357,0.7155026,0.26980296,-0.44034326,-0.39725745,-0.44943872,2.1891122,-0.3100677,1.1981535,-0.47163692,0.6312045,-0.10959076,1.3576235,-0.16034111,-0.4688394,0.30018404,-0.64809,-0.31988946,-0.8186244,-0.8787786,-0.6151228,-0.40524784,-1.247599,-1.3255092,-0.5973371,-0.011299915,-1.1665028,0.05622859,0.40806088,-1.0058979,-1.0812707,-0.39199916,-0.5892687,-0.12000878,0.21176863,-0.5543068,-0.3369871,-0.70156074,1.1402558,0.8151925,-0.050237656,-0.06931438,-1.0267504,-0.42565027,-0.5849819,-0.3533022,-1.5565152,-0.30039775,0.3506128,0.37277585,-0.477673,-0.9153284,-1.0637501,-0.0069844457,0.03325112,-0.91071725,-0.8359931,-0.44078758,-0.03959214,-0.041546408,-0.34573147,-0.6163033,0.30102804,-0.9815342,-0.38417155,1.2298088,-1.2684805,-0.4402535,-1.5788273,1.6876794,neutral
-2.04808,-0.50900805,1.6297367,0.9804949,0.85923207,1.8589754,2.0124054,1.3941232,1.4507375,0.6690478,1.0171646,0.1380528,0.6306099,1.4938,-0.10943846,-0.42637146,-0.68737304,-0.95240945,-0.73348683,-0.12816143,0.7776234,-0.4934675,0.08086518,-1.3469899,1.0569335,-0.8846131,1.1029586,-0.7200376,-0.027835712,0.6970152,-0.91262174,-0.8835674,-0.6760506,-0.4503829,-0.6406297,-0.47349083,0.14314725,0.20484811,0.05664285,-1.0886617,-0.49408716,-0.46304303,-1.1260854,-1.3594935,-0.92465234,0.5849713,-0.94180113,-1.4098443,-1.0834326,-1.5292952,-0.055086117,-1.4841757,1.4493152,0.8695005,-0.7147876,-0.33820283,-0.19577841,-0.4117418,-0.5401675,-0.55112064,-0.25277993,0.32580227,0.048064128,-0.2366525,0.002942224,-2.0763717,-1.2238319,-1.0834827,-1.901063,-1.6903605,-1.0822278,0.4909812,-1.142335,-1.5329788,-1.9355527,-1.668864,-0.8076682,-1.6545438,-0.97441375,0.7820617,-1.394488,-0.9250504,-2.048079,0.7289817,calm
-0.14792015,-0.401871,-0.36586267,-0.12459599,-1.5373039,-1.1243973,2.664649,-1.4293265,-0.019076414,-1.7227864,-0.621747,-0.09981228,-0.5996878,-0.84537226,0.2765499,1.4100899,3.174112,0.75400424,0.6223022,2.5132456,0.96019363,0.015928607,0.76084554,2.269923,0.16486968,0.14371717,-0.6375749,2.109275,-1.0860314,-3.988302,-2.1186495,0.22353296,0.852072,-1.2381883,-0.2723568,0.60391545,3.1190803,-1.2159088,-0.6526298,0.27483305,0.23876318,1.951296,1.5609359,1.613704,1.3775358,3.2443013,2.7587929,0.5504489,2.427203,2.6249878,0.5680889,-0.21269056,-1.1153976,-0.8524446,1.4001299,1.67499,1.292029,0.4429417,-1.4048414,1.0087024,2.406487,-0.34035456,-0.049626973,-2.0646873,1.0004172,1.005664,-0.11339295,2.4283264,1.4748145,0.78221107,1.1758573,3.392205,1.6810492,2.212032,0.63186216,1.8402215,1.0500162,0.5027096,-0.4192083,-1.2063107,-0.07423193,0.28842664,-0.14792004,-0.32156736,angry
-0.7111745,-0.54943657,0.8811011,0.3422253,0.2272345,0.7355159,0.728693,-0.5683119,0.96753436,0.8103568,0.6143778,1.3755045,0.6736825,0.9796052,0.020182224,-0.75768614,-0.27429727,-0.8206617,-0.40440312,-1.3088694,2.762771,-0.9929016,-0.07163683,1.2757905,-1.1414304,-0.16228993,1.361592,-0.82517517,-0.93314683,0.7739187,-2.4808228,-1.123709,-0.15797324,-0.2897669,0.08355086,-0.0038017689,2.4498005,1.365628,0.5933278,-0.3601133,0.061249986,-0.3656439,-0.4256749,-0.7846794,-0.8500372,-1.5787622,1.1215906,-0.57276297,-0.5416808,0.31686762,-0.9184785,-0.5426934,-0.10488194,0.8209233,-0.18269259,-0.2503916,-0.5667666,-0.43725666,-0.01109304,1.0310673,0.5230676,-0.65421456,-0.36988306,-1.4809885,-0.8960501,0.46910158,-0.7575048,-0.5381873,-1.0017885,-1.3834101,-0.8289191,-0.84956115,1.4024135,0.39058086,-1.1015875,-0.31255975,-0.89824563,-0.51538765,0.013522312,2.6488395,-0.050670132,-1.2122729,-0.7111743,0.16392611,disgust
-0.62764156,-0.55109715,-0.4309989,0.123660356,0.3246899,-0.88393086,0.88352346,0.8924211,-0.48640338,-0.22152464,-0.7492221,0.77103275,-0.17071512,0.2841118,0.09965007,1.2933615,1.5551298,-0.629723,1.9442761,-0.76997006,-0.16673942,0.1309136,-0.122182995,1.085409,-1.424253,-0.31070825,2.642993,-0.31503573,-2.443912,-2.6396253,-1.2137,1.0688059,0.5708674,-1.1035172,-0.40565336,-0.085789874,2.1037884,1.1559267,-0.18744805,3.1072783,0.74662554,1.4413286,0.88229245,-0.41415524,2.6654637,-0.07040729,0.21528715,0.74840254,-0.33909318,1.1054944,-1.102885,-0.27145875,1.9383222,-0.38113114,-1.6468558,-0.7350634,-1.9344057,-0.93794996,-0.0046320437,-1.2829858,-2.7766175,1.1239071,0.75508744,0.18967786,-0.5765904,2.527006,1.113386,1.7586538,2.9401295,-0.3115598,1.8947705,-0.4556408,-0.22456238,0.9343849,0.045260917,0.6200621,0.049842805,0.5390917,-1.5664634,-1.9430522,-0.60722595,0.5926627,-0.62764233,-0.050412077,angry
0.4922718,1.5758584,0.32413816,0.7932712,0.78230774,0.5321919,1.0032345,0.8262723,1.1416363,-0.05563311,0.31260926,1.3032275,-0.5553475,-0.9359612,-0.34120584,-1.3802364,-0.4861472,-0.5617039,-0.95327795,-0.78815466,0.38741615,0.120244004,-0.16608511,-0.2587587,-0.6527307,-1.0938491,-0.4842194,0.95165724,-0.78784925,-0.2673959,0.388978,0.36803198,-0.8434904,-0.04653581,-0.35968915,-0.35349414,0.899069,-1.4893095,-0.16938564,-1.7287188,-0.5046137,-1.214542,-0.31183589,-0.2519419,-0.62464523,-0.3902428,0.61985826,0.077173784,0.38362986,0.020964779,-0.017304413,-0.70726234,-0.055962782,0.010247603,0.19650197,-1.4595634,-2.3735504,0.36546397,0.5569873,0.28650457,1.2873094,-0.45793495,0.6373278,0.71322596,-0.014694927,-0.77504605,-0.31141305,-0.6350153,0.41133827,0.16636145,0.52926165,-1.078852,-0.1541809,0.8779874,0.041810665,-0.018669125,-0.9710868,-0.5577443,-0.4319342,-0.9430262,-0.1583448,-0.2823865,0.4922717,-0.6777585,calm
-1.1455325,1.0440137,-0.23083808,0.48246357,0.93051827,0.2070302,1.2333518,0.9212625,0.13848035,0.63450885,0.4136291,0.24097754,-0.47157583,1.263182,0.09975916,0.2862752,-0.44898918,-0.23055185,1.1815834,-1.4102792,0.28531063,0.7546608,-1.3944924,0.63164973,-0.3179361,-0.7722779,1.2269652,-0.66249096,-1.2375146,-0.6234184,0.02430446,-0.39047554,-1.5790355,-0.6186709,0.8171658,1.1598686,0.65998995,0.94785815,1.3290113,1.8939499,-0.15007997,-0.45923206,-0.016111933,0.07842019,0.54082376,-0.9787262,0.45124313,0.57549566,-1.3864805,0.8454073,0.21048658,-0.12085518,0.6323463,-0.051492486,-0.79191005,0.36725622,-0.47218725,-0.81914586,-0.7778649,0.19247657,0.07765655,-0.10952666,-0.64568424,-0.5773674,0.35077715,1.4563488,-0.43935657,-0.27431408,0.68646115,-0.04662015,0.74396443,-1.2794222,-0.053163655,-0.18555386,-0.3225324,0.37642366,-0.97003376,-0.35516423,-1.442198,-1.2457427,-1.6542414,0.611972,-1.1455321,1.6550734,surprised
-1.4877589,0.3585898,0.02529521,0.37064263,1.4116765,0.032632373,1.6296945,1.7811598,0.70834696,0.56301093,0.36718738,1.123454,0.6850556,2.772638,1.2819462,0.09691322,0.2406474,-1.316267,1.5007701,-1.2035341,0.36446786,0.6037223,-0.2910277,1.7020007,-1.0982065,-0.03754823,-0.99584794,-2.104032,0.43365648,0.4246657,-0.83151495,0.106871866,0.21572211,0.70693475,0.51468766,-0.009532158,0.05887325,0.38376504,1.3230091,-0.80898273,0.11202503,-0.51759136,0.07884214,-1.0647424,0.09467128,-1.0065325,0.46780407,-0.8227765,-1.0536728,1.4559413,-1.745781,-0.0035143911,0.26493052,0.12207808,0.62508315,1.3804629,-0.17372029,1.1576226,-0.67660296,-1.4722779,-0.4777134,-0.31383982,-0.7063111,-0.89845645,-0.5296863,-0.04713453,-0.6273659,-0.3373409,0.84197396,-1.2643468,0.25877944,-1.1814874,-0.3866887,0.22148111,-1.0760826,0.94294316,-1.3970829,0.30804202,-1.1517425,-0.905539,-1.6569982,2.8139808,-1.487759,3.5176995,angry
-1.7362183,-0.5919853,0.6129038,0.39114627,1.4098104,0.668969,1.1110307,1.7409649,0.86891174,1.1630743,0.3915646,1.1785959,1.03958,2.8423266,-0.3781875,-1.0039647,-0.15314949,-2.0319676,0.5287401,-1.1162136,-0.6687504,1.8530954,0.049492914,1.1460508,-0.81446075,0.19623838,-1.3848265,-1.3974041,0.36031634,0.1869113,-0.6801324,0.094352044,0.643338,0.96468323,0.83018583,0.01200244,0.77155125,0.94179195,1.1437185,-1.4933343,-0.7884323,-1.5366712,0.102154516,-1.9517864,-0.63889885,-1.1530194,-0.658719,-0.23138206,-1.2602468,-0.54158705,-1.0840807,0.09748466,0.38498563,0.29447216,0.14557378,1.8620839,0.42112535,2.1729567,-0.13022603,-1.6223292,0.21256289,-0.8646449,-0.555777,-0.71540654,-1.2763456,-0.5614216,-1.163969,-1.1519235,1.0098963,-2.3207235,0.66305065,-1.0002207,-0.4547678,0.18440804,-0.26779863,-0.77278435,-1.4639657,-0.42587724,-1.3206493,-1.4052749,-1.4116994,2.0563354,-1.7362181,2.787827,fearful
-0.6327468,1.4357325,0.25506416,0.4831388,1.0074689,0.41417113,0.6439653,0.123958476,-0.15367137,0.6852822,-0.11701853,0.41058436,0.17761827,1.6153247,0.19207193,0.6558431,-0.0047913054,-0.05531104,0.95495784,-0.5541919,1.6734158,0.5967528,-0.84461063,0.7996087,-1.2903728,-0.78423476,0.22038735,-1.6692846,0.11127482,0.034111246,-1.7903317,-0.087828174,0.5272144,2.5908465,1.0753931,-1.101493,0.6711096,1.6788505,0.7512233,1.8920797,0.45365056,0.35229954,-0.088696115,-1.0637758,0.91360223,-0.97003186,2.5222127,-0.22960383,-1.1255195,0.50813335,-1.3201677,-0.4201162,0.5828244,0.29934058,0.5098669,-2.1964414,-1.3168442,-0.41674215,-0.47674215,-0.2603243,-0.79478455,-0.19635446,0.1999742,-1.7917603,-0.662928,1.0328652,0.5037035,0.41827044,0.24638952,-1.1287155,0.5462866,-0.64665556,2.7786307,-0.028631587,-1.2733567,0.6944289,-1.8721163,-0.23921907,-0.43055898,-0.19669937,-1.1671321,1.7548436,-0.63274616,2.422846,surprised
-0.72109663,1.3337106,-0.07827559,1.3448627,1.5308566,0.24896456,1.0259905,0.77668303,-0.06976596,0.30965766,0.37048858,0.6977326,0.2919245,2.4182389,0.24279027,1.6078055,-0.44546473,-1.0753119,0.901489,-1.4967401,-0.1909227,0.56617874,-1.4673139,0.83918303,-0.9477948,-0.58294,1.3001841,-1.0346091,-2.0365644,-0.67395896,-0.3442736,0.04577641,-0.7321647,0.37957692,1.3503387,1.550576,2.18565,1.8918736,0.716104,2.2497902,0.6920858,0.17409848,-0.5463682,-0.51877105,0.48357385,-2.0363834,0.61826766,0.53317106,-1.3854828,1.0460569,-0.64245003,-0.29502523,0.40292364,-0.3667007,-1.5814177,-0.7728841,-1.0054823,-0.10266213,0.20118004,0.2962059,-0.16950305,0.41278797,0.5393484,-0.041960075,1.5017343,2.0596778,0.14193681,0.73190224,0.096088156,0.35135338,0.25462833,-1.4633915,1.8552916,1.2549995,-0.7508324,0.95836216,-0.5551627,0.12031386,-0.84622514,-0.8554103,-1.3706095,3.332331,-0.72109646,3.4705997,surprised
0.5265396,0.09604227,-0.4159411,-0.13830365,1.2711768,-0.103148155,0.66611725,0.5701099,-0.5942882,1.4302225,-0.21229741,0.8171212,0.6267599,0.66213447,-1.5069783,-0.52919215,0.7306169,-0.8639845,1.4470098,-0.611405,0.061013483,2.3027573,0.79134023,1.3312573,-1.0651265,-0.14000961,-1.4315175,-1.9195758,1.0871973,0.13676786,-0.5209877,-0.24004088,0.41318104,2.28182,1.4324408,0.1802637,0.51754135,-0.07168176,0.079015285,-0.6290655,-0.89947104,-0.8629251,0.7492876,-0.9447027,0.9782323,-0.99990344,0.47762105,0.62544656,-0.84423476,1.5001355,-0.6822205,-0.10289174,-0.2753875,-0.118048646,-0.14370057,2.3969696,-0.70755875,1.7124894,-0.046905115,-1.3570514,0.93844813,-1.1070915,-0.31853116,-0.5584086,-2.251233,0.25389814,-0.7386648,-0.04877079,1.9005834,-1.2848419,1.0998187,-0.38085902,0.18481694,1.3493693,-0.07488723,1.406545,-0.85295445,0.9940407,0.054566745,0.3139907,0.48269826,0.43399987,0.5265392,0.2927846,fearful
-1.007474,-0.21197453,0.2921255,0.6673576,1.1736252,0.45655075,1.1143986,1.6489881,0.486705,1.0328397,0.322307,0.6782397,0.9033207,1.9872814,-0.94414574,-1.2099737,0.7793613,-0.93233037,0.4761048,-1.0986824,-0.86511946,0.88370425,0.5601309,0.06973592,-0.8527047,-0.056993794,-0.2962238,-1.3082271,0.8428152,-1.1628617,-1.3790343,0.5207706,-0.051283162,0.32599682,0.29733956,-0.71014655,0.42890495,0.47445777,0.64759266,0.010125171,-1.2330965,-1.5353572,1.0151024,-0.3957235,0.04114349,-0.98357415,-0.92459977,-1.0893384,-0.9297731,-0.33029312,-0.2716863,-0.493197,-0.09859889,-0.56607854,-0.4029303,-1.5237718,-1.4044232,0.37123773,1.5162792,0.10468826,1.554676,0.7941703,1.6858488,0.85627735,-0.101531506,-0.24356124,-1.3404895,-1.6428828,1.7067987,-0.8737475,0.0170661,0.10554962,-1.544782,-0.15912051,-1.0113723,0.7484208,-0.63700986,-0.25566497,-0.79293656,-0.27349085,-0.46733803,-0.59589297,-1.0074736,1.5998689,fearful
-0.12080963,0.89333147,0.119965255,1.1345624,1.3165218,0.26816595,1.2933455,1.3420138,0.1167916,1.288103,0.77201223,0.7112563,0.78043693,0.51582855,-0.6060482,-0.322216,0.24629731,0.13368204,1.881442,-1.4560832,0.25004095,1.1240753,0.0724172,0.09734648,-0.8484852,-0.6237016,2.7377167,-0.13264978,-1.3420575,0.07131556,0.27692318,-0.23295157,-2.6841097,-1.0973661,-0.3361092,0.90753514,0.9355759,0.9314505,0.26645613,1.8182291,-1.1404598,-1.0848119,-0.08889507,0.39916387,1.3073032,-0.58015335,0.47067004,0.3140162,0.1628478,0.7807557,-0.5513127,-1.0238786,1.3200943,-0.10234305,-1.0070283,-0.43975022,0.3862434,-0.7664094,-0.9315583,-0.021062313,-0.48702094,-2.189361,-1.1022565,-0.65798336,-1.6952729,0.27574638,-1.1525357,-0.37908906,0.7734892,0.37728548,1.7715428,-0.074279584,0.10192414,1.3257688,0.9246922,2.003998,-0.73781466,-0.24706413,-0.6004279,-1.4396417,-0.250954,-0.680524,-0.1208097,0.56182194,surprised
