mfcc_mean_0,mfcc_mean_1,mfcc_mean_2,mfcc_mean_3,mfcc_mean_4,mfcc_mean_5,mfcc_mean_6,mfcc_mean_7,mfcc_mean_8,mfcc_mean_9,mfcc_mean_10,mfcc_mean_11,mfcc_mean_12,mfcc_std_0,mfcc_std_1,mfcc_std_2,mfcc_std_3,mfcc_std_4,mfcc_std_5,mfcc_std_6,mfcc_std_7,mfcc_std_8,mfcc_std_9,mfcc_std_10,mfcc_std_11,mfcc_std_12,delta_mean_0,delta_mean_1,delta_mean_2,delta_mean_3,delta_mean_4,delta_mean_5,delta_mean_6,delta_mean_7,delta_mean_8,delta_mean_9,delta_mean_10,delta_mean_11,delta_mean_12,delta_std_0,delta_std_1,delta_std_2,delta_std_3,delta_std_4,delta_std_5,delta_std_6,delta_std_7,delta_std_8,delta_std_9,delta_std_10,delta_std_11,delta_std_12,delta2_mean_0,delta2_mean_1,delta2_mean_2,delta2_mean_3,delta2_mean_4,delta2_mean_5,delta2_mean_6,delta2_mean_7,delta2_mean_8,delta2_mean_9,delta2_mean_10,delta2_mean_11,delta2_mean_12,delta2_std_0,delta2_std_1,delta2_std_2,delta2_std_3,delta2_std_4,delta2_std_5,delta2_std_6,delta2_std_7,delta2_std_8,delta2_std_9,delta2_std_10,delta2_std_11,delta2_std_12,rmse_mean,rmse_std,spec_mean,spec_std,mel_mean,mel_std,emotion
0.5109685,0.7806003,-0.42291704,-0.056275032,-0.8171638,-1.2023855,-1.6703197,-0.3051601,0.8117126,-0.21830703,-1.8724196,0.52375877,-0.9363976,-0.6583515,0.49099302,0.14105006,0.6885576,0.95882183,-0.13839698,0.83774805,-0.48286444,-0.46415162,0.7327088,-1.0614531,-0.5468144,0.31568056,-0.6827413,0.42051026,0.13807441,0.353562,2.7717977,-0.064919576,0.8112163,0.13123828,-0.5866897,0.15846914,-0.4779938,-2.2554035,-0.85512865,-0.03168183,0.47536778,-0.008109547,0.6466134,1.254746,-0.052739866,1.1136408,0.63814,-0.2826144,0.98258376,-0.4326689,-0.118612446,-0.2909848,-0.92239326,0.13724284,-0.7745334,-0.45768,-0.021249563,0.058518674,0.9292257,-0.11544442,-0.46518466,-0.17083162,0.028174674,-0.542057,-0.6175566,0.9320587,1.0028361,0.9521617,0.16426335,2.5859177,0.84067243,-0.37283784,-0.7378522,-0.1976186,0.7159211,0.09040252,0.42465895,0.32499236,0.8316837,0.080965675,0.18624374,0.28031692,0.5109685,0.035411827,surprised
-1.1769806,-1.8242196,-1.2247158,-1.122145,-0.7767935,-1.2577747,-0.85549676,-0.71897733,-0.354132,1.1149613,-1.5641752,-0.03456678,2.129842,1.1649363,-0.20409372,0.83027786,0.15423736,-0.07760791,0.71579593,1.0432609,-0.53030086,0.7582738,1.0170064,0.31226188,0.4707031,2.1295505,0.81022704,-0.70275146,-0.20266834,2.0636675,0.47244632,-0.9350456,-0.2502088,0.518792,-0.64974576,-0.70594835,-0.09690135,0.6893155,0.7210394,1.6222837,-0.25002766,0.66380763,0.29030046,-0.48572704,-0.23412007,-0.19793832,0.040451344,-0.15844834,0.049302656,0.1945836,0.36952907,1.9585305,0.8622493,0.92119604,-0.6336325,-0.02770038,0.0883959,-0.34437585,-0.71513486,-0.85108835,-1.198262,-1.0298088,0.7530954,-0.35455653,-0.6077316,1.3902235,0.13216613,1.1867088,-0.1536769,-0.9208936,-0.44504604,0.12728426,0.14521535,-0.39453006,0.77388847,0.42061782,0.4670075,2.4989476,-0.9972621,0.019575175,-0.65987104,0.5170783,-1.1769806,0.7448876,fearful
0.6472634,0.08604135,0.60677373,0.27478844,-0.5816663,-0.11462906,-0.8858939,-0.631321,0.27930793,1.3466257,-1.3050206,-0.51334023,0.5357918,-0.62694913,1.2052165,0.17542478,1.6279572,0.44310197,0.62978584,0.62808734,-0.3465975,-1.470417,2.5456412,0.28348565,-0.46316028,-0.47041732,0.583207,0.9058741,0.93677014,-0.10778743,0.8569668,1.0219938,0.36291447,-0.7745996,-0.8354345,0.34326518,0.8415866,-0.14629948,-0.055201802,0.27817246,1.0371858,0.3587007,1.2043685,0.22633602,-0.15225796,-0.12931181,-0.07656071,-0.94230103,0.94649404,0.24199226,-0.9333223,-0.47089255,-0.35625097,0.64244866,-0.77423286,0.113286525,1.3542161,-0.07757425,0.3814067,0.61890745,0.18262073,-0.5212793,-0.19568759,-0.7737435,-2.0448663,1.9810466,0.71426123,0.1495713,1.0864823,0.45812124,-0.3764694,1.1198558,0.50454426,-0.33929232,0.7115358,-0.433733,0.71639186,0.2675008,0.17424913,-0.01851052,0.8479284,-0.35119104,0.6472633,-0.6388854,disgust
-0.0974372,0.35102957,1.0171309,0.4716769,0.25273654,-0.92051923,-0.6198338,1.0964632,0.72940236,-0.05606349,-0.94991374,0.5023879,0.091112465,-0.44285777,0.6159058,0.295783,0.6093554,-0.2455273,0.13052781,1.1622922,-0.6884659,-0.82398033,-0.670507,-0.59377414,-0.8421716,-1.0397054,2.220708,0.6275385,-0.3487037,2.7548053,-0.8710482,-1.3433943,-0.14505562,-1.6858637,-0.1431438,-1.4725195,0.19818169,0.43955714,-0.046018105,0.39211175,0.64317197,0.20546216,1.5311466,-0.008014448,-0.007826639,0.6920311,-0.5224656,-0.6620914,-0.2840729,-0.5274931,-0.5951664,-0.60165113,1.3966248,0.39916396,-0.59213823,-0.9603479,0.044891883,-0.5160044,-1.4156731,-0.27516016,-0.99967337,0.026241755,-0.18085052,-0.2409496,0.4741626,0.66037863,0.71671104,0.28992763,0.3637538,0.70671624,0.095545895,0.7322109,-0.15278418,-0.42357445,0.33646297,-0.15434836,-0.010478426,-0.4390515,0.2794543,0.2901622,-0.0502597,-1.2257582,-0.09743705,-0.5199461,calm
-0.5433272,0.5071989,0.66841906,0.11963679,-0.22053428,-0.35588342,-1.0224866,0.590716,0.94908893,-0.19330724,-1.1329737,0.014216908,-0.17559148,-0.8243182,0.2751206,-0.025355823,0.3216739,0.08243843,-0.1113114,1.325651,-2.0891912,-0.20203133,-1.3382494,-1.1223086,-1.1514658,-1.0059882,-0.7551587,-0.06265434,0.86404836,0.7303922,1.7691529,0.70863533,1.2035807,0.23427115,-0.19555391,-0.6730681,-0.3620309,0.0076815933,-0.821224,-1.4039949,0.441033,0.0077108117,0.55019224,-0.28100955,-0.51049864,0.85046405,-1.7966108,0.08045425,-0.7459738,-0.61996615,-0.71068966,-0.4224229,0.7997898,0.6977799,-1.2508485,-0.46525726,0.011493623,-0.94760233,-1.147798,-1.1933968,-0.14225343,0.08023337,0.018772472,0.24304095,0.16324842,-0.36041,0.9582813,-0.054798096,-0.2710917,0.19654171,-0.4648107,0.6334503,-1.3442549,-0.5827913,0.17460859,-0.6144163,-0.49441865,-0.70471877,-0.87563866,-1.1990083,-0.65884817,-1.1310718,-0.54332674,-0.8694439,calm
-1.2644017,-0.14902215,-0.27431762,0.41938883,0.05912564,-0.3488404,-1.5104584,-0.72651386,0.5719808,0.8141034,-1.3081311,0.26682276,1.1621978,0.5379343,0.68957233,0.087877005,-0.84076405,-0.39702094,-0.57667536,0.4035152,0.6457113,-0.51918626,-0.47688407,1.2172085,-1.2308509,0.37500077,1.0821924,-1.0834051,0.262659,0.7621485,-1.3412325,0.39967483,0.6311481,0.30092034,-0.3839695,-0.22765315,-0.20291287,0.00071367924,-0.2251559,1.044745,0.8028917,0.44970068,-0.081411116,-0.41509682,-0.64213777,0.08582771,0.38137943,-0.63529396,-0.887509,0.8858106,-1.3677591,0.01602037,0.7371386,1.0405054,-0.39910406,-0.59730226,-0.13451147,-0.3009533,-0.89988035,-0.5539342,-0.55530244,-0.33726856,0.6302404,0.19841725,-0.46033785,1.1075171,1.1885154,0.49497688,-0.78757113,-0.20104381,-0.71085626,-0.37999818,-0.03291477,-0.07928186,-0.7217401,1.0048074,-1.3769176,-0.03599431,-1.0585823,-0.25847208,-1.1131393,-0.8513205,-1.2644012,0.3230503,sad
-0.057135057,0.3937569,0.5628288,1.1238025,-0.45296073,0.11025253,-1.307281,-0.111355804,1.1457387,-0.3554617,-1.1472338,0.19280154,0.66266537,-0.29543692,0.8856074,0.080036685,0.27725336,0.457309,-0.3263837,-0.4451588,-1.4713957,-1.5707065,-0.57145244,-0.9475575,-1.6548661,-0.90626806,0.039536167,0.5484269,0.10632322,0.5490323,1.9378971,-1.1378323,0.32758963,0.6094216,-0.79309404,-1.0635895,0.113110945,-0.12745267,-1.422477,-0.24642785,1.2046933,0.3562307,0.5362749,0.30458558,-0.012042066,-0.5060671,-1.0263284,-0.9046103,0.5362112,-0.26740345,-1.1626137,-1.0324028,-0.54460794,0.6554224,-0.8542489,-1.6922183,0.44029343,-0.89320076,1.2052679,-0.41782218,-1.209701,0.61117804,0.6692045,-1.5923117,-1.3154993,0.22092092,1.7022033,0.74829847,-0.027491165,1.7867795,0.27697358,-0.9334104,-0.41631487,-0.71238077,1.0285375,0.016748784,-0.63733006,-0.9223452,-0.0145019805,-0.30677792,-0.1694869,-0.063107125,-0.057134952,-0.26746044,sad
-1.1545898,0.331509,0.6555294,0.41458583,-0.303592,-0.34367633,-0.9603421,0.21732183,0.79056996,0.29671264,-0.9866891,0.21911857,0.80178624,0.7974708,0.43110716,-0.059642497,-0.46160835,0.17533548,-0.74721646,0.9701848,-1.1243696,-1.0341185,-0.7073167,-0.041015588,-1.3948233,-0.8298312,0.68580294,-1.6190751,-0.21729177,1.2088523,0.15995629,0.37054953,0.5632407,0.6250428,-0.17465162,-0.43774545,0.4943009,0.66833377,0.46211448,0.21441852,-0.37340966,-0.03993219,0.2067438,0.04892364,-0.6610731,0.54743797,-0.9749347,-0.5197133,-0.32996228,-0.61844987,-1.8084882,-0.92647326,1.2557957,0.6859131,-0.4750385,-0.56807953,-0.8136038,-0.80708784,-0.6105287,-0.90541244,-1.3610502,-0.5225464,-0.0026681277,-0.9678775,-1.2028034,0.48047358,-0.09283306,0.05185153,-0.2310402,0.5969305,-0.9407735,-0.36350253,-0.5027513,-0.70869035,-0.6011083,-1.1117923,-1.5779086,-0.39773497,-0.40836862,0.46329492,-1.1375442,-0.4827423,-1.1545899,0.67397904,sad
-0.36578733,-0.18419933,0.704569,0.5074037,-0.1539217,-0.6141863,-1.4202368,0.017294273,0.18959044,0.061488383,-1.3339094,0.124457605,0.44379178,-1.059572,2.2233024,0.41587913,0.31229067,-0.06975333,-0.7822903,0.8661459,-0.80049706,0.10348556,0.1060718,-1.7473547,-0.5068477,-1.005102,-0.32116246,-0.7370483,-0.17063093,-0.006279647,-0.7704995,0.38587606,0.6395948,0.7182651,1.2076955,1.1645308,-0.4618353,-0.95057184,0.9687581,-1.6098081,1.576329,0.3339073,1.2386334,0.91293573,-0.87539774,0.79091096,-0.9182485,0.3056244,-0.1959716,-0.99121726,-0.3561336,-1.0802075,-0.7507746,-1.7249002,0.5099167,1.1485107,1.6156338,0.59822774,1.2317708,2.5814834,0.74331117,-1.270743,1.3706788,1.1959857,0.98207855,-0.41297224,1.370851,0.65320957,0.94244874,1.277961,-0.1282526,1.1765195,0.8354946,-1.509244,0.27462718,-0.2821523,-0.7571139,-0.52543545,-0.46933454,-1.6063708,-0.25454614,0.24235596,-0.36578757,-0.7213684,fearful
0.3699878,0.6010537,-0.80079997,-0.3578947,-1.1229478,-0.8590681,-2.0133145,-1.0546724,0.94059294,-0.4157074,-1.8323698,-0.18563284,-0.73032165,-1.0234843,0.6470504,0.37988067,1.8331431,2.2345066,0.22835389,1.8761693,-0.34176993,-0.8909283,0.77631986,-0.5350143,-1.2424229,-0.13273741,-1.371644,1.1071886,0.9686438,0.35274768,2.1123686,-0.69899535,-0.051240772,0.48934144,-0.36183593,-0.86965346,-0.73717016,-0.8213386,-0.29506248,-0.9222751,0.8105535,0.5901645,1.61587,1.8260454,0.5266017,1.3618422,0.49026874,-0.58645505,1.9945662,-0.43573043,-0.8728694,-0.082545675,-1.0659204,-0.5829995,0.63351583,-0.20505084,-0.6927418,2.0846322,2.7707708,0.20022015,-0.7513222,2.0910633,2.9224095,-0.909936,-0.6347964,1.0138566,1.1860331,1.3824875,1.0366056,3.1762044,0.9131213,0.5765913,-0.43314338,-0.42704055,1.1485853,0.27502576,-0.095101476,-0.2194057,0.48058707,-0.061195314,0.15855336,-0.37350464,0.36998776,-0.15699308,surprised
0.16010398,0.50238883,0.3932812,0.24804693,0.33965728,-0.7327494,-0.5455023,0.57071483,0.7184261,0.45866954,-1.3898028,-0.051328138,0.25226143,-0.76411617,-0.0802565,1.088678,0.5697993,-0.05310087,0.28232068,0.09314448,-1.6578665,-0.8081918,-0.58495593,-0.5163751,-0.027301727,-1.0903683,-0.49969786,-0.2775369,-0.15498231,0.95929503,1.0968801,-0.11620829,-0.430155,-0.9631908,-0.28304544,-1.5794058,0.37500727,-0.46231025,-1.0653887,-0.7830293,0.3711317,0.97657776,1.0146149,-0.030556666,-0.031534754,0.097977005,-1.4364839,-0.40113032,0.2597174,0.04633642,0.24187121,-0.70134574,0.5221483,1.2805729,-1.8080633,-0.7267272,1.0745423,-1.8751566,-0.70226437,-0.23887289,0.12884009,0.6749539,-1.0240521,-0.27536625,-0.4156741,0.49643806,0.94436646,0.48974153,-0.15998174,1.4218225,0.65348643,0.8028788,-0.8129961,-0.469297,-0.054387704,0.14146134,0.9961263,-0.46273434,0.49446183,-0.09618441,-0.040083915,-0.5329533,0.16010393,-0.54651105,calm
0.25980026,0.27013555,0.9259577,0.80977684,0.15685225,-0.34597912,-2.1177955,0.0400217,0.24870415,0.14007835,-1.6721311,-0.16478759,0.014434198,-0.6614931,2.4283755,0.3518059,0.5603966,-1.460615,-0.6671284,0.5693675,-0.7604803,-0.41013378,0.2819701,-0.97209144,-1.2171094,-0.61457294,-1.3453231,-0.34975898,0.5984636,-0.030674601,0.5963559,0.016364444,1.5912387,1.3511641,-1.1806889,-0.86346024,1.8926052,-1.3843462,-0.66053295,-1.0356007,1.9553671,0.10627557,1.3700897,-1.4992231,-1.0659226,-0.25525162,-0.81288886,0.26056743,0.6610696,0.024988951,-0.81074685,-0.1222489,-0.45127323,-0.94704777,0.6799289,1.0900652,0.012867713,-0.09145969,1.1974002,-0.40675783,0.28728443,-0.17167996,-0.62860984,0.65864825,0.74368674,0.6803358,1.290967,0.33515444,0.3887557,-0.6299421,-0.5354837,1.6637329,0.28075072,-0.52400076,0.8121772,0.4448401,-0.74758905,-0.8155208,1.5152413,-0.12166599,0.24824266,0.88036186,0.25980064,0.06265703,sad
0.31501207,1.2364715,0.963555,0.39148143,-0.15443291,-0.6217491,-0.79188734,0.38623548,0.023531163,0.2563055,-1.294176,0.41410738,-0.06882594,-0.7577323,0.41832697,0.21786287,0.84369725,0.51687324,0.29848212,0.4504178,-0.48654032,-1.452693,0.13989295,-0.7395608,-1.4018855,-0.758496,-0.63154644,-0.067994975,0.37785536,1.6411651,2.1441576,-0.4228378,0.8360773,0.31406966,-0.39987114,-0.7950461,-0.50096714,0.68550324,-0.8035208,-0.21251138,1.0594959,0.59146786,1.8383633,0.27070194,0.5973119,0.37066317,0.40837848,-0.63646793,0.87140036,-0.13462432,-1.1805342,-0.25096118,-0.3624659,0.044790383,-0.6695932,-1.0719717,0.7010404,-0.038536068,0.11175284,0.1901403,-0.19731276,0.7289047,0.21390583,0.8053866,-0.40572813,1.0791914,1.9914129,0.9746322,0.4711541,1.6874588,0.44748083,-0.057364076,0.20950308,-0.24767621,0.40179512,-0.18322325,0.037247498,-0.3550744,0.45700207,-0.20441663,-0.010117284,-0.4266836,0.3150125,-0.14384745,neutral
0.8649304,-0.027671924,-0.41235974,-0.98014045,-0.96260875,-2.0012252,-2.2117603,-0.4849823,-0.5242193,-1.109856,-2.1481483,-0.20904283,-1.1153454,-0.58635616,2.2648585,1.5070777,1.382518,0.43284523,0.10529136,0.6909243,-1.5676173,0.054239757,1.2314675,-0.35967407,-0.17910989,0.26557612,-0.8991636,-0.03855234,0.37267038,-0.14174704,-0.1803794,0.101962656,0.4866797,0.43799308,-0.31659314,-0.16264834,-0.40821484,-0.019411907,0.22185911,0.33374798,1.6556213,1.6654259,1.5895613,1.001899,0.26427418,1.3792329,-1.7226516,1.2275198,0.36838338,-0.13350141,-0.09217814,0.54526675,-1.2871495,-1.4451034,1.9796696,1.1462696,0.51092637,0.85792255,1.4740907,0.6482398,0.8092805,-2.5168862,1.630424,-1.2826678,-0.8946521,1.1199821,1.0109544,1.3955828,0.016780706,1.0847162,-0.034517907,1.0501032,-0.8477471,-1.0347745,1.4800917,0.19827528,0.94428694,1.7888049,1.6392837,0.21891601,1.0152864,0.9337082,0.8649302,0.3363978,surprised
0.17283641,0.5381743,0.9579165,0.20590428,0.044576686,-1.1689272,-1.4674019,-0.17360812,0.39693356,-0.28714186,-0.6696068,0.6449384,-0.7461875,-0.8104184,2.1727974,1.7922926,2.1387844,-0.3212901,-0.07489385,0.7289688,-1.1534599,-1.4460342,0.36315352,-1.2546687,-1.1034011,-0.496996,-0.8837742,-0.33877435,0.194582,-0.26407415,0.72828996,0.6832067,1.3410828,1.1643845,-0.035304032,-0.06769977,1.2746301,-0.5653528,0.14323995,-0.33904988,1.9293361,2.2304235,2.8044808,-0.29051158,-0.08253766,0.83170474,-0.96984714,-1.1135757,0.28350478,-1.0597075,-1.588362,-0.24685834,-1.2172486,-1.7923608,1.1261146,1.305056,1.3092486,1.5738233,1.743507,1.7728622,0.004785128,-0.419309,0.5066478,0.7249427,-0.12664372,0.27827343,1.6010207,1.9833174,1.9205283,1.058586,0.35237288,1.3710182,0.5737338,-1.1999581,0.25522417,-0.45425713,-0.8272086,-0.86069137,0.6505702,-0.4418024,0.1679923,0.48332044,0.17283629,0.15583494,neutral
-0.13087139,-1.8204312,-1.5603112,-0.9234054,-1.120209,-1.3855405,-1.204313,-0.64419085,-0.4504429,0.45886475,-1.9747194,0.24282487,2.7647145,-0.7572859,-1.0473901,-0.0021230322,0.098729804,0.83073694,0.24745207,1.932677,0.14366986,0.83847344,1.2194868,-0.18957348,1.7220279,2.7137213,0.8237058,-0.5101325,-0.9982534,0.17484961,0.83188754,-1.056498,-0.88773257,-1.5419773,-0.99208206,0.8925966,-1.5834495,0.7206063,2.809457,0.20367692,-0.5823068,0.36852288,-0.001898176,0.38120806,-0.05506658,1.5719255,0.3033209,1.3315911,0.40011603,0.19189274,1.6662581,3.1588483,-0.61331123,1.2355344,-0.44686404,-0.8515481,0.7129346,0.39587525,-0.6374399,-1.2225795,-0.08191312,0.42783278,1.2993884,1.0796779,0.4479371,0.5428075,0.6176201,0.652841,-0.087207355,0.8856227,-0.26480734,1.5274411,-0.5255575,-0.3847923,0.5399556,0.7767405,2.0732148,3.3860748,0.027137445,1.9093308,0.37709785,-1.5500857,-0.13087115,-1.2829204,fearful
-0.08116855,-1.4176177,-0.9338871,-0.46417904,-1.1740589,-1.5688546,1.0130281,-1.6902703,-1.4813251,2.1930077,-1.886869,-0.2857102,-0.51781857,-0.40606457,0.805612,2.919814,1.7600596,1.0660697,1.5441837,1.1054808,0.015359387,0.18587977,1.2367595,-0.7647455,0.0076258807,-0.06411415,0.7489301,0.88930935,-3.2932212,-3.2770312,-0.52928334,0.95478165,-1.4878821,-1.89838,-1.2505078,2.1021578,0.5926207,0.012437304,-0.08558132,1.5800915,0.6772057,3.7345824,0.7536052,2.6200783,1.4904152,0.94230974,-0.5191095,1.7209494,1.7592933,-0.12385489,-0.43622816,-0.1356793,-1.7363914,0.4284704,1.466093,2.0811508,-0.3256343,0.2636991,0.6324502,2.1087127,0.41583675,-2.2709024,0.05796482,-1.5244051,0.98691887,1.6599561,1.1168466,3.0425284,1.5386571,2.154074,1.4569852,2.4230056,1.28615,0.04061283,2.6092906,0.43057966,-0.26595268,0.9052296,-0.50292563,-0.8759374,0.29073673,1.2924086,-0.08116853,-0.029057391,angry
1.3683425,-0.082712956,-0.21328726,-0.43376905,-1.4525371,-2.1295528,-2.5506473,0.5238887,-0.7936307,-1.8627007,-1.5817645,-0.98546886,-1.5751477,-0.89637643,2.672179,1.4664186,0.464746,0.55957454,0.36281258,-0.30843258,-1.2877685,-0.6757411,1.708255,0.2036655,0.34698004,-0.08323415,-0.82202774,1.5348662,-0.8646719,-2.3542695,0.9882958,1.4558579,0.08086842,-0.8621363,0.26346457,1.7298684,1.829377,-1.3505428,0.61166775,-0.6968095,1.8545532,1.8279437,0.25193688,1.4481709,0.6884516,-0.31377673,-1.5666986,0.42105725,1.5083454,-0.3096158,0.17735822,-0.14464909,-1.4940073,-1.9881834,1.5466866,3.1357617,2.6296911,-0.38566875,-0.53935796,1.0005609,2.465929,-2.6899319,-0.91896594,0.52145326,0.70532537,1.3341928,0.9551777,2.1751368,0.4858361,2.61468,0.9216306,1.0945765,-0.012500612,-0.793701,2.0154078,0.3654225,-0.12439143,0.5815201,2.9308965,0.9500577,1.5919672,1.4563915,1.3683426,0.13799126,surprised
-0.24745761,-0.8025429,-0.8098634,0.097456425,-0.4889595,-0.96953076,-0.4167414,0.3242085,0.00045614736,1.0078118,-1.2506922,0.02921676,0.6098475,-0.13767576,-0.05383446,0.457151,0.08517929,-0.09675131,0.97565806,0.5682346,-0.15352148,0.80228204,0.3873649,0.7413312,-0.22420569,-0.35715342,0.19199288,0.8432877,1.1191767,0.307287,1.6650794,0.7123583,-2.075896,-1.4206831,0.58995956,-1.3032359,0.84167117,-1.383718,1.2435676,0.8875603,-0.47532925,0.3891788,-0.03611479,0.42087907,0.8491382,0.14792977,-0.9791292,1.7659903,0.6572963,0.6782525,-0.19206709,-0.19456452,0.3159539,-0.35046497,1.4360636,0.8721418,-0.48308924,-0.8275077,1.1005516,0.7444269,-0.46892497,-1.6843625,-0.37207308,0.4224356,-0.91668,1.435956,0.42289656,1.4964743,-0.06080287,1.2525588,1.2586658,0.16748397,-0.2822151,0.5883524,1.8180171,1.187099,0.85223264,-0.54440004,-0.60266453,-0.04696353,0.029441258,-0.8471429,-0.24745813,-0.5851118,happy
0.48273188,0.5303207,0.8239809,0.29388407,-0.4083051,-0.5080468,-0.89074826,0.26831868,-0.11759939,0.11941917,-0.9034176,0.19125721,0.03586456,-0.5938779,3.1575942,2.0123243,0.9709344,0.65519553,0.18948933,-0.109087564,-0.7837064,-0.3179064,-1.0240684,-0.70394915,-0.00547439,-0.7697955,-1.2004808,-0.5119598,-0.8458332,-0.123057775,1.3519504,0.24086182,1.9419737,-0.29778412,-1.2649122,0.2662117,1.6171833,-2.0114791,1.5384209,-0.84624046,2.609942,1.7229092,1.4233373,0.39078644,-0.33190036,0.48398566,-0.505595,1.4705864,-0.4543109,-0.89500093,0.8969206,-0.73068565,-0.2503615,-1.2951977,0.5383115,1.5350772,0.6190034,-0.3314511,0.026156247,0.94625044,0.7085923,-1.393058,-0.91074425,0.5184289,-0.16725229,0.50854003,1.6816779,1.5581247,0.7320243,0.4638778,-0.21279024,1.2431315,0.47723532,-0.18412568,0.09331725,-0.036869895,0.39076975,-0.025339823,0.7316852,-0.2133827,0.53946465,1.5111313,0.48273095,0.33369172,disgust
-0.25150716,-0.047206707,1.3641785,0.5728784,0.25561345,-0.90527415,-1.1663516,0.6082273,0.20474906,0.05334776,-1.4876521,0.45360368,0.14478095,-0.64945954,1.562276,0.48089966,-0.018899048,-0.7051136,-0.22750045,0.31436813,-1.1344957,0.3865381,-0.2727926,-0.8832015,-0.5296452,-1.0660975,-0.63250756,-0.8281448,0.009240555,-0.53806514,-0.55210567,0.20588093,1.4260783,0.037840836,-0.5687041,0.1584936,0.685789,-0.34411734,0.15590209,-1.1406695,1.0916076,0.53470653,1.0832565,-0.7215614,-0.35086295,1.2261744,-1.3293146,0.12149491,1.0495342,0.07191459,-0.08865117,-0.69895625,-0.32256112,-0.50582594,-0.26938716,0.090417296,0.32965532,0.7574534,0.29384315,0.5796127,-0.10834163,0.19823565,0.4460795,-0.013953612,0.73134315,0.023029633,0.918036,0.28760168,0.5460326,0.32273173,-0.066935785,1.7887692,0.018122833,-0.7784254,0.677824,-0.30996084,0.0858958,-1.5627482,0.19169383,-0.11896121,-0.050598495,-0.07145971,-0.2515067,-0.4424688,calm
-0.44502416,1.9813416,1.4489354,1.2387161,1.3002652,0.346997,1.5269763,0.7568435,0.3065918,0.45743027,1.3069595,0.47854388,0.31163886,-0.73385835,-0.07666424,-0.69341105,-0.069634914,0.41818663,0.23661965,0.9760608,-0.0054272795,-1.293189,0.16801085,1.2407054,0.39052084,-1.15622,0.0559563,1.0193949,-1.2501454,-0.3527183,1.573861,1.3111284,-0.37688574,-0.4226015,0.2615948,2.4752653,0.57275355,-0.32948285,-0.45847958,-1.3059605,0.5366146,-0.35527363,-0.5472287,0.91873425,0.50366473,-0.08360961,-0.97816783,-1.2453638,0.83598316,1.0061586,0.27963898,-1.1595497,0.4538681,1.3418742,-0.32033834,-0.9503604,-0.45958108,-2.071338,-0.34709513,-0.16914295,-1.2959135,-0.8093837,-1.4351525,-0.75258505,0.28585866,-0.809587,1.3258458,-0.4511791,-1.3475811,1.2604028,0.6041185,-0.008849336,-0.380218,-0.17750703,0.43007895,0.12485051,-0.14325824,-0.5841557,-0.71849585,-0.44503185,-1.0359322,-0.93381137,-0.44502425,0.08412147,calm
-0.56148285,1.2187887,-0.14791319,1.2434312,1.498004,-0.81203246,2.1570506,0.7849602,-0.81828994,1.1498753,0.9996311,-0.02687864,0.2907674,0.5364978,-0.52754,-0.5084275,1.1146307,0.06076712,2.6811779,1.0513185,0.6010136,0.54040915,-0.1959601,1.4037296,0.768501,-0.7090296,0.31895626,1.0234379,-0.46840894,-1.4424534,-0.2471615,0.23151228,0.702137,-1.127348,-1.3579628,2.053738,1.8016864,0.33541358,-0.6198865,2.142768,0.27427974,-0.2628117,0.22582723,0.04712196,2.9487126,0.4080304,0.5925167,0.69446635,-0.25730723,0.78377706,0.44413143,-0.7143984,-0.22712271,0.14745887,-1.1464392,-0.11594104,-0.013120456,-0.52855057,-0.6222714,0.19605426,1.2836452,1.1080706,-2.3517432,-1.0268447,1.0498687,1.5151678,1.3406261,-0.25495782,0.42540714,0.6536014,2.7107284,0.84517264,0.052318648,-0.047846135,-0.71598613,2.042153,-0.04587007,-0.8011738,-1.6139336,-1.6449082,-1.2287675,1.7594715,-0.56148344,0.88302976,disgust
-0.23360427,1.839016,0.79776984,0.98883665,1.2097054,-0.42131746,1.671605,0.6096727,-0.8642998,0.35229442,0.61451334,-0.38538894,0.1924823,-0.1110057,-0.06466417,-0.14323573,0.2762475,0.10549065,0.730311,-0.45395547,0.14366812,0.8228434,0.40153572,0.72182655,0.5843923,-1.3512132,0.56754327,0.6153818,-1.5229211,-0.23418494,0.7578941,-0.032771908,-1.2862175,-1.2304848,-0.94623035,2.378778,0.26290774,-1.5131321,0.11050411,0.6761903,0.7535053,0.21107689,0.02447424,0.38669926,1.1799908,-0.26575083,-0.32816538,1.9495045,1.6540403,0.88895124,1.1436008,-1.0159566,-0.61450315,-0.18376242,-0.20457293,-0.91639656,0.03752537,-0.76234084,-0.048412543,1.6817708,0.41868982,0.20340684,0.07567773,-0.4720226,-0.1769491,-0.07368966,1.3203756,0.16014528,-0.3847206,0.78629583,1.1491889,0.09952319,0.4800297,1.8919522,0.91597724,0.03804881,1.0143096,-0.813729,-0.5761855,-0.4222987,-0.84459823,-0.20633638,-0.23360452,0.69941795,neutral
